               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 224,            0.027858,            0.013006,                   0,             0.97658,             0.92857,             0.97167,             0.67789,            0.019366,           0.0075254,                   0,           0.0056022,           0.0056022,           0.0056022
                 225,            0.030641,             0.01486,                   0,             0.97658,             0.92857,             0.97167,             0.67789,            0.019366,           0.0075254,                   0,           0.0055825,           0.0055825,           0.0055825
                 226,            0.031282,            0.016037,                   0,              0.9693,             0.92857,              0.9613,             0.68656,            0.018592,           0.0075932,                   0,           0.0055627,           0.0055627,           0.0055627
                 227,            0.027758,            0.019969,                   0,             0.98547,             0.92857,             0.96761,             0.68282,            0.020765,           0.0074656,                   0,            0.005543,            0.005543,            0.005543
                 228,            0.031073,            0.013294,                   0,             0.98547,             0.92857,             0.96761,             0.68282,            0.020765,           0.0074656,                   0,           0.0055233,           0.0055233,           0.0055233
                 229,            0.032287,            0.015837,                   0,             0.99005,             0.92857,               0.974,             0.68283,            0.019303,           0.0072794,                   0,           0.0055036,           0.0055036,           0.0055036
                 230,            0.028627,            0.015237,                   0,             0.99004,             0.92857,             0.97944,             0.66199,            0.017904,           0.0080554,                   0,           0.0054839,           0.0054839,           0.0054839
                 231,            0.030338,            0.018577,                   0,             0.99004,             0.92857,             0.97944,             0.66199,            0.017904,           0.0080554,                   0,           0.0054641,           0.0054641,           0.0054641
                 232,            0.031196,            0.017324,                   0,             0.99245,             0.92857,             0.98625,             0.55153,            0.021295,           0.0080919,                   0,           0.0054444,           0.0054444,           0.0054444
                 233,             0.02769,            0.015502,                   0,             0.99245,             0.92857,             0.98625,             0.55153,            0.021295,           0.0080919,                   0,           0.0054247,           0.0054247,           0.0054247
                 234,            0.028862,            0.017627,                   0,             0.99206,             0.92857,             0.98625,             0.57398,            0.021467,           0.0080369,                   0,            0.005405,            0.005405,            0.005405
                 235,            0.027886,            0.017986,                   0,              0.9924,             0.92857,             0.98625,             0.71975,            0.018123,           0.0081444,                   0,           0.0053853,           0.0053853,           0.0053853
                 236,            0.031227,            0.016704,                   0,              0.9924,             0.92857,             0.98625,             0.71975,            0.018123,           0.0081444,                   0,           0.0053655,           0.0053655,           0.0053655
                 237,            0.024798,            0.016937,                   0,                   1,             0.92194,             0.98625,             0.71199,            0.018173,           0.0083041,                   0,           0.0053458,           0.0053458,           0.0053458
                 238,            0.029706,            0.012766,                   0,                   1,             0.90715,             0.98625,             0.65666,            0.019388,             0.00842,                   0,           0.0053261,           0.0053261,           0.0053261
                 239,            0.028749,            0.013837,                   0,                   1,             0.90715,             0.98625,             0.65666,            0.019388,             0.00842,                   0,           0.0053064,           0.0053064,           0.0053064
                 240,            0.029619,            0.013732,                   0,             0.92234,             0.92857,             0.98125,             0.67346,            0.016813,           0.0085053,                   0,           0.0052867,           0.0052867,           0.0052867
                 241,            0.024899,            0.014037,                   0,             0.92234,             0.92857,             0.98125,             0.67346,            0.016813,           0.0085053,                   0,           0.0052669,           0.0052669,           0.0052669
                 242,            0.026866,            0.014514,                   0,              0.9225,             0.92857,             0.98125,             0.68097,            0.016094,            0.008708,                   0,           0.0052472,           0.0052472,           0.0052472
                 243,            0.026709,            0.012485,                   0,             0.93279,             0.99186,             0.99033,             0.63394,            0.017992,           0.0079293,                   0,           0.0052275,           0.0052275,           0.0052275
                 244,            0.030545,            0.013785,                   0,             0.93279,             0.99186,             0.99033,             0.63394,            0.017992,           0.0079293,                   0,           0.0052078,           0.0052078,           0.0052078
                 245,            0.027781,            0.015852,                   0,             0.93289,             0.99338,             0.99033,             0.61092,            0.018137,           0.0077908,                   0,            0.005188,            0.005188,            0.005188
                 246,            0.027401,            0.013997,                   0,             0.93292,             0.99379,             0.99033,             0.70074,            0.016133,            0.007828,                   0,           0.0051683,           0.0051683,           0.0051683
                 247,             0.03549,            0.015789,                   0,             0.93292,             0.99379,             0.99033,             0.70074,            0.016133,            0.007828,                   0,           0.0051486,           0.0051486,           0.0051486
                 248,            0.027386,            0.015832,                   0,             0.93291,             0.99362,             0.99033,             0.70736,            0.015016,           0.0078125,                   0,           0.0051289,           0.0051289,           0.0051289
                 249,            0.023628,            0.012755,                   0,             0.93291,             0.99362,             0.99033,             0.70736,            0.015016,           0.0078125,                   0,           0.0051092,           0.0051092,           0.0051092
                 250,            0.030672,            0.019672,                   0,             0.93283,             0.99252,             0.99033,              0.7118,            0.015516,           0.0079226,                   0,           0.0050894,           0.0050894,           0.0050894
                 251,            0.027396,             0.01632,                   0,             0.99292,             0.92857,             0.99033,             0.71593,            0.017181,           0.0080724,                   0,           0.0050697,           0.0050697,           0.0050697
                 252,            0.029918,            0.018206,                   0,             0.99292,             0.92857,             0.99033,             0.71593,            0.017181,           0.0080724,                   0,             0.00505,             0.00505,             0.00505
                 253,            0.025443,            0.016348,                   0,             0.99219,             0.92857,             0.99033,             0.71245,            0.017704,           0.0081234,                   0,           0.0050303,           0.0050303,           0.0050303
                 254,            0.025103,            0.016048,                   0,             0.99246,             0.92857,             0.99033,             0.71597,            0.015888,           0.0080974,                   0,           0.0050106,           0.0050106,           0.0050106
                 255,            0.030997,            0.017461,                   0,             0.99246,             0.92857,             0.99033,             0.71597,            0.015888,           0.0080974,                   0,           0.0049908,           0.0049908,           0.0049908
                 256,            0.029105,            0.017117,                   0,              0.9927,             0.92857,             0.99033,             0.69345,            0.015753,           0.0081627,                   0,           0.0049711,           0.0049711,           0.0049711
                 257,            0.025201,            0.017392,                   0,              0.9927,             0.92857,             0.99033,             0.69345,            0.015753,           0.0081627,                   0,           0.0049514,           0.0049514,           0.0049514
                 258,            0.026442,            0.017759,                   0,                   1,             0.99427,               0.995,             0.64991,            0.016206,           0.0082281,                   0,           0.0049317,           0.0049317,           0.0049317
                 259,            0.027221,            0.014732,                   0,                   1,             0.99676,               0.995,             0.69595,            0.016243,           0.0082545,                   0,            0.004912,            0.004912,            0.004912
                 260,             0.02928,            0.021029,                   0,                   1,             0.99676,               0.995,             0.69595,            0.016243,           0.0082545,                   0,           0.0048922,           0.0048922,           0.0048922
                 261,            0.028107,            0.019214,                   0,                   1,             0.99703,               0.995,              0.7184,            0.016222,           0.0079763,                   0,           0.0048725,           0.0048725,           0.0048725
                 262,            0.031344,            0.017984,                   0,                   1,              0.9985,               0.995,             0.62059,              0.0173,           0.0079935,                   0,           0.0048528,           0.0048528,           0.0048528
                 263,            0.028185,            0.019354,                   0,                   1,              0.9985,               0.995,             0.62059,              0.0173,           0.0079935,                   0,           0.0048331,           0.0048331,           0.0048331
                 264,            0.028494,            0.019008,                   0,                   1,             0.99847,               0.995,             0.65299,            0.014692,           0.0079043,                   0,           0.0048133,           0.0048133,           0.0048133
                 265,            0.022312,            0.014595,                   0,                   1,             0.99847,               0.995,             0.65299,            0.014692,           0.0079043,                   0,           0.0047936,           0.0047936,           0.0047936
                 266,            0.026433,            0.017345,                   0,                   1,             0.99887,               0.995,             0.63444,            0.014658,            0.007905,                   0,           0.0047739,           0.0047739,           0.0047739
                 267,            0.022942,            0.017616,                   0,                   1,             0.99638,               0.995,             0.65739,            0.015691,           0.0078754,                   0,           0.0047542,           0.0047542,           0.0047542
                 268,            0.021477,            0.012665,                   0,                   1,             0.99638,               0.995,             0.65739,            0.015691,           0.0078754,                   0,           0.0047345,           0.0047345,           0.0047345
                 269,             0.02369,            0.012511,                   0,                   1,             0.99586,               0.995,             0.64881,            0.015422,           0.0078411,                   0,           0.0047147,           0.0047147,           0.0047147
                 270,            0.030286,            0.016997,                   0,                   1,             0.99025,               0.995,             0.58101,            0.016525,            0.007627,                   0,            0.004695,            0.004695,            0.004695
                 271,            0.031731,            0.018362,                   0,                   1,             0.99025,               0.995,             0.58101,            0.016525,            0.007627,                   0,           0.0046753,           0.0046753,           0.0046753
                 272,            0.029167,            0.019113,                   0,             0.99617,             0.92857,             0.99033,             0.57447,            0.016377,           0.0075424,                   0,           0.0046556,           0.0046556,           0.0046556
                 273,             0.02756,            0.012904,                   0,             0.99617,             0.92857,             0.99033,             0.57447,            0.016377,           0.0075424,                   0,           0.0046359,           0.0046359,           0.0046359
                 274,            0.024068,            0.015308,                   0,             0.99496,             0.92857,             0.99033,             0.54704,            0.016688,           0.0077131,                   0,           0.0046161,           0.0046161,           0.0046161
                 275,            0.022081,            0.014879,                   0,                   1,             0.99224,               0.995,             0.63458,            0.015985,           0.0074761,                   0,           0.0045964,           0.0045964,           0.0045964
                 276,            0.025723,            0.018173,                   0,                   1,             0.99224,               0.995,             0.63458,            0.015985,           0.0074761,                   0,           0.0045767,           0.0045767,           0.0045767
                 277,            0.023153,            0.014394,                   0,                   1,             0.99293,               0.995,             0.67179,            0.016137,           0.0075161,                   0,            0.004557,            0.004557,            0.004557
                 278,            0.021046,            0.016619,                   0,                   1,             0.99371,               0.995,             0.64012,            0.015988,           0.0080786,                   0,           0.0045373,           0.0045373,           0.0045373
                 279,            0.025508,            0.014308,                   0,                   1,             0.99371,               0.995,             0.64012,            0.015988,           0.0080786,                   0,           0.0045175,           0.0045175,           0.0045175
                 280,            0.021271,            0.018691,                   0,                   1,             0.99578,               0.995,             0.60821,            0.017063,           0.0084436,                   0,           0.0044978,           0.0044978,           0.0044978
                 281,            0.025436,            0.017175,                   0,                   1,             0.99578,               0.995,             0.60821,            0.017063,           0.0084436,                   0,           0.0044781,           0.0044781,           0.0044781
                 282,            0.019181,            0.013812,                   0,                   1,             0.99548,               0.995,             0.59317,            0.018225,            0.008662,                   0,           0.0044584,           0.0044584,           0.0044584
                 283,            0.025125,            0.015927,                   0,                   1,             0.99192,               0.995,             0.64552,            0.017387,           0.0081673,                   0,           0.0044386,           0.0044386,           0.0044386
                 284,            0.025453,            0.015338,                   0,                   1,             0.99192,               0.995,             0.64552,            0.017387,           0.0081673,                   0,           0.0044189,           0.0044189,           0.0044189
                 285,            0.024617,            0.013208,                   0,             0.99035,             0.92857,             0.99033,              0.6438,            0.017446,           0.0079482,                   0,           0.0043992,           0.0043992,           0.0043992
                 286,            0.019067,            0.013713,                   0,             0.93332,             0.99977,             0.99033,             0.62946,            0.016551,           0.0080757,                   0,           0.0043795,           0.0043795,           0.0043795
                 287,            0.022007,            0.015241,                   0,             0.93332,             0.99977,             0.99033,             0.62946,            0.016551,           0.0080757,                   0,           0.0043598,           0.0043598,           0.0043598
                 288,            0.024509,            0.017379,                   0,             0.93301,             0.99514,             0.99033,             0.62789,            0.015938,           0.0082715,                   0,             0.00434,             0.00434,             0.00434
                 289,            0.024115,            0.018833,                   0,             0.93301,             0.99514,             0.99033,             0.62789,            0.015938,           0.0082715,                   0,           0.0043203,           0.0043203,           0.0043203
                 290,            0.022809,             0.01725,                   0,             0.93285,             0.99276,             0.99033,             0.63823,            0.016167,           0.0083559,                   0,           0.0043006,           0.0043006,           0.0043006
                 291,            0.026779,            0.016553,                   0,             0.93268,             0.99019,             0.99033,             0.59255,            0.018335,           0.0088031,                   0,           0.0042809,           0.0042809,           0.0042809
                 292,            0.021781,            0.012508,                   0,             0.93268,             0.99019,             0.99033,             0.59255,            0.018335,           0.0088031,                   0,           0.0042612,           0.0042612,           0.0042612
                 293,            0.024943,            0.014701,                   0,             0.93258,              0.9887,             0.99033,             0.62755,            0.018168,           0.0088484,                   0,           0.0042414,           0.0042414,           0.0042414
                 294,            0.021605,            0.013381,                   0,             0.93266,              0.9899,             0.99033,             0.66498,            0.017834,           0.0084481,                   0,           0.0042217,           0.0042217,           0.0042217
                 295,            0.031939,            0.011584,                   0,             0.93266,              0.9899,             0.99033,             0.66498,            0.017834,           0.0084481,                   0,            0.004202,            0.004202,            0.004202
                 296,            0.029421,            0.015928,                   0,              0.9917,             0.92857,             0.99033,             0.64027,             0.01728,           0.0082812,                   0,           0.0041823,           0.0041823,           0.0041823
                 297,            0.022602,            0.015984,                   0,              0.9917,             0.92857,             0.99033,             0.64027,             0.01728,           0.0082812,                   0,           0.0041625,           0.0041625,           0.0041625
                 298,             0.02406,            0.014493,                   0,             0.99334,             0.92857,             0.99033,             0.62786,            0.017347,           0.0081639,                   0,           0.0041428,           0.0041428,           0.0041428
                 299,            0.026374,            0.014277,                   0,             0.99342,             0.92857,             0.99033,             0.64929,            0.017502,           0.0083673,                   0,           0.0041231,           0.0041231,           0.0041231
                 300,            0.022495,            0.010669,                   0,             0.99342,             0.92857,             0.99033,             0.64929,            0.017502,           0.0083673,                   0,           0.0041034,           0.0041034,           0.0041034
                 301,            0.022077,            0.017935,                   0,             0.99238,             0.92857,             0.99033,             0.63399,            0.017772,           0.0085394,                   0,           0.0040837,           0.0040837,           0.0040837
                 302,             0.02339,             0.01409,                   0,                   1,             0.99272,               0.995,             0.64132,            0.015617,           0.0087056,                   0,           0.0040639,           0.0040639,           0.0040639
                 303,            0.029718,             0.01436,                   0,                   1,             0.99272,               0.995,             0.64132,            0.015617,           0.0087056,                   0,           0.0040442,           0.0040442,           0.0040442
                 304,            0.024375,            0.013808,                   0,                   1,              0.9895,               0.995,             0.64922,            0.017209,           0.0088222,                   0,           0.0040245,           0.0040245,           0.0040245
                 305,            0.024531,            0.013664,                   0,                   1,              0.9895,               0.995,             0.64922,            0.017209,           0.0088222,                   0,           0.0040048,           0.0040048,           0.0040048
                 306,            0.026308,            0.016006,                   0,              0.9927,             0.92857,             0.99033,             0.64314,            0.018378,           0.0088971,                   0,           0.0039851,           0.0039851,           0.0039851
                 307,             0.03314,            0.013567,                   0,             0.92402,                   1,             0.99033,             0.62105,            0.017832,           0.0089569,                   0,           0.0039653,           0.0039653,           0.0039653
                 308,            0.020403,            0.015131,                   0,             0.92402,                   1,             0.99033,             0.62105,            0.017832,           0.0089569,                   0,           0.0039456,           0.0039456,           0.0039456
                 309,            0.028093,            0.014097,                   0,                   1,             0.98973,               0.995,             0.66189,            0.016947,             0.00898,                   0,           0.0039259,           0.0039259,           0.0039259
                 310,            0.025725,             0.01567,                   0,             0.92812,             0.92265,               0.924,             0.64965,             0.01758,           0.0089898,                   0,           0.0039062,           0.0039062,           0.0039062
                 311,            0.021498,            0.013939,                   0,             0.92812,             0.92265,               0.924,             0.64965,             0.01758,           0.0089898,                   0,           0.0038865,           0.0038865,           0.0038865
                 312,            0.020936,            0.017192,                   0,                   1,             0.99298,               0.995,             0.66411,             0.01746,           0.0090261,                   0,           0.0038667,           0.0038667,           0.0038667
                 313,            0.023851,             0.01687,                   0,                   1,             0.99298,               0.995,             0.66411,             0.01746,           0.0090261,                   0,            0.003847,            0.003847,            0.003847
                 314,            0.027183,            0.015291,                   0,                   1,             0.99013,               0.995,              0.6612,            0.017184,           0.0092597,                   0,           0.0038273,           0.0038273,           0.0038273
                 315,            0.023165,             0.01202,                   0,             0.99136,             0.92857,             0.99033,             0.65761,            0.016107,           0.0091479,                   0,           0.0038076,           0.0038076,           0.0038076
                 316,            0.027192,            0.013895,                   0,             0.99136,             0.92857,             0.99033,             0.65761,            0.016107,           0.0091479,                   0,           0.0037878,           0.0037878,           0.0037878
                 317,            0.025078,            0.016529,                   0,             0.99152,             0.92857,             0.99033,             0.65666,            0.016367,            0.009043,                   0,           0.0037681,           0.0037681,           0.0037681
                 318,            0.026114,            0.015611,                   0,             0.99127,             0.92857,             0.99033,             0.65306,            0.018359,           0.0087264,                   0,           0.0037484,           0.0037484,           0.0037484
                 319,            0.023793,            0.015681,                   0,             0.99127,             0.92857,             0.99033,             0.65306,            0.018359,           0.0087264,                   0,           0.0037287,           0.0037287,           0.0037287
                 320,            0.023208,            0.014596,                   0,              0.9257,                   1,             0.99033,             0.65678,            0.016536,            0.008589,                   0,            0.003709,            0.003709,            0.003709
                 321,            0.024874,            0.010578,                   0,              0.9257,                   1,             0.99033,             0.65678,            0.016536,            0.008589,                   0,           0.0036892,           0.0036892,           0.0036892
                 322,            0.021294,            0.014103,                   0,             0.92876,                   1,             0.99033,             0.64769,            0.016383,           0.0085692,                   0,           0.0036695,           0.0036695,           0.0036695
                 323,            0.028316,            0.013945,                   0,             0.93325,             0.99876,             0.99033,             0.65177,            0.016841,           0.0086582,                   0,           0.0036498,           0.0036498,           0.0036498
                 324,            0.024467,            0.014161,                   0,             0.93325,             0.99876,             0.99033,             0.65177,            0.016841,           0.0086582,                   0,           0.0036301,           0.0036301,           0.0036301
                 325,            0.025492,            0.016321,                   0,             0.93332,             0.99978,             0.99033,             0.63345,            0.016807,           0.0086613,                   0,           0.0036104,           0.0036104,           0.0036104
                 326,            0.022031,            0.013632,                   0,             0.93198,                   1,             0.99033,              0.6564,            0.015856,            0.008997,                   0,           0.0035906,           0.0035906,           0.0035906
                 327,            0.023441,            0.012323,                   0,             0.93198,                   1,             0.99033,              0.6564,            0.015856,            0.008997,                   0,           0.0035709,           0.0035709,           0.0035709
                 328,            0.026752,            0.013324,                   0,             0.93173,                   1,             0.99033,             0.64664,            0.016013,           0.0091593,                   0,           0.0035512,           0.0035512,           0.0035512
                 329,            0.025594,            0.015195,                   0,             0.93173,                   1,             0.99033,             0.64664,            0.016013,           0.0091593,                   0,           0.0035315,           0.0035315,           0.0035315
                 330,            0.022887,            0.011839,                   0,              0.9314,                   1,             0.99033,             0.64216,            0.016222,           0.0093727,                   0,           0.0035118,           0.0035118,           0.0035118
                 331,            0.028482,            0.017198,                   0,             0.93331,             0.99962,             0.99033,             0.64016,            0.016314,           0.0092354,                   0,            0.003492,            0.003492,            0.003492
                 332,            0.025362,            0.014799,                   0,             0.93331,             0.99962,             0.99033,             0.64016,            0.016314,           0.0092354,                   0,           0.0034723,           0.0034723,           0.0034723
                 333,            0.028155,            0.016487,                   0,             0.93261,                   1,             0.99033,             0.64213,            0.016117,           0.0088873,                   0,           0.0034526,           0.0034526,           0.0034526
                 334,             0.02012,            0.013083,                   0,             0.93249,                   1,             0.99033,             0.64709,            0.015754,           0.0085812,                   0,           0.0034329,           0.0034329,           0.0034329
                 335,            0.023297,            0.012063,                   0,             0.93249,                   1,             0.99033,             0.64709,            0.015754,           0.0085812,                   0,           0.0034131,           0.0034131,           0.0034131
                 336,            0.018076,             0.01129,                   0,             0.92996,                   1,             0.99033,             0.65007,            0.015793,           0.0085833,                   0,           0.0033934,           0.0033934,           0.0033934
